Aeg;Mis koolis laps käib?;Mis on lapse sugu? ;Mitmendas klassis laps õpib?;Kui pikk on lapse koolitee?;Kui tihti sõidetakse autoga kooli?;Kui tihti sõidab laps ühistranspordiga kooli?;Kui tihti läheb laps jalgsi kooli?;Kui tihti sõidab laps jalgrattaga kooli?;Kui tihti läheb laps motoriseeritud kaherattalisega kooli?;Kui tihti sõidab laps ise kooli?;Miks just see vahend kooli minekuks?;Kui tihti tuleb laps autoga koolist?;Kui tihti viiakse laps autoga kuni ühistranspordi peatuseni?;Kui tihti tuleb laps ühistranspordiga koolist?;Kui tihti tuleb laps jalgsi koolist?;Kui tihti tuleb laps jalgrattaga koolist?;Kui tihti tuleb laps motoriseeritud kaherattalisega koolist?;Kui tihti sõidab laps ise koolist?;Miks just see vahend koolist tulemiseks?;Kas kasutate lapse kooli viimiseks või koolist toomiseks autot?;Kui turvaliseks hindate lapse kooliteed viies last kooli autoga?;Milliseid ohte oskate välja tuua?;Kui palju aega kulub teil tavaliselt autoga lapse kooli viimiseks / koolist koju toomiseks;Mis põhjustel last autoga kooli viiakse?;Kui oluliseks peate koolitee valikul mõju lapse tervisele?;Kui oluliseks peate koolitee valikul mõju keskkonnale?;Kas ja mis teie elus muutuks kui teie laps iseseisvalt rohkem koolis käiks;Kui palju aega kulub lapsel tavaliselt iseseisvalt kooli minemiseks / koolist koju tulemiseks?;Kas ja mis tingimustel sa oleks laps valmis/nõus rohkem iseseisvalt koolis käima?;Kui heaks hindad lapse liikluskäitumist?;Kui palju keskmiselt liigub laps (õues / trennid jms) igapäevaselt?;Kui turvaliseks hindad lapse kooliteed kui läheb kooli iseseisvalt (jalgsi jalgrattaga ühistranspordiga vms)?;Kas kooliteel esineb järgnevaid ohte? Märgi kõik ohud;Kui palju tekitab teile muret lapse turvalisuse osas see, et laps iseseisvalt liigeldes liigselt nutitelefoni kasutab?;Milliseid ohtlikke liiklussituatsioone olete kooli ümbruses tähele pannud?;Milline on teie enda liikluskäitumine kooli ümbruses?;Kas teie hinnangul saaks kool midagi kooli ümbruse ohutustamiseks teha?;Kas teie hinnangul saate ka ise midagi kooli ümbruse ohutustamiseks teha?;Milliseid muid lahendusi pakute välja selleks et kooli ümbrust ohutumaks muuta?
11/26/2019 19:40:49;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;1-5 km;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Harva;Tihti;Mitte kunagi;Mitte kunagi;Rattaga  kiireim ja mugavam. Kui rattaga ei saa  siis  autoga või läheb bussiga ja jala. Tagasi  bussiga ja jala. ;Mitte kunagi;Mitte kunagi;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Tihti;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva);täiesti ohutu;;alla 5 minuti;Viime halva ilma korral;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis+ Ainult talvel viime autoga. Ja seda ka mitte igakord. ;21-30 minutit;Käibki iseseisvalt ;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid+Ülekäigurajal ei anna autojuhid teed. Kui ta esimeses klassis käis+siis ühe ettevõtte auto pidi ta minu silme all ülekäigurajal alla ajama. a;On suur probleem ;"Minu laps nutitelefonis ei tohi olla, ega olegi, aga koolikaaslased on. Mitu korda olen tähele pannud ohtlikke teeületusi lastel. 
";Liigun ise tavaliselt jala ja bussiga. ;Kool on sisehoovis. Autoga hoovi sõita ei soovitata. ;Ei sõida autoga kooli juurde. ;
11/26/2019 20:13:30;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;Harva;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Sest buss läheb maja eest otse koolini;Harva;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Bussiga mugav,kuna viib maja ette;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;;5-10 minutit;Viime halva ilma korral;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;11-20 minutit;Käib iseseisvalt;Nii ja naa;11-20 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama;Nii ja naa;Autojuhid ei jää seisma ;Jätame auto koolist eemale;;;Lapsevanemad ei peaks sõitma autoga kooli ukse ett2
11/26/2019 21:19:00;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;Harva;Harva;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Eelistaks, et läheb bussiga, kuid julgeb bussiga minna ainult siis, kui läheme koos. Ise liigub jalgsi.;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kõige mõistlikum on liigelda jalgsi koju.;Viin autoga kooli (isegi kui vahel harva);nii ja naa;Kooli juures teised autod on eriti ohtlik tegur.;alla 5 minuti;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Nii ja naa;Nii ja naa;Ei muutu midagi+Sõidame autoga kooli juurde siis, kui perepea autoga tööle läheb. Kõige pisema lasteaed asub otse kooli kõrval, seega täiesti üks tee, samuti täiesti tööle mineku tee peal.;11-20 minutit;Käib niigi ise, eelistab ise jalgsi minekut ja tulekut.;Nii ja naa;31-45 minutit;Ohtlik;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On suur probleem ;Autod;Kui tuleme autoga, peatume kaugemal ning laps läheb ise kooli.;Viipekaardiga tõkkepuu töötajatele, paljud sõidavad keelust ja keelumärgist hoolimata kooli hoovi või lausa ukse ette.;Liigelda ohutult.;Tõkkepuust isegi piisaks.
11/26/2019 21:31:49;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kool jääb tee peale, selat edasi tööle;Mitte kunagi;Mitte kunagi;Tihti;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva);täiesti ohutu;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Nii ja naa;Nii ja naa;Ei muutu midagi;21-30 minutit;Ei oska vastata;Väga hea;rohkem kui 60 minutit;Väga ohtlik;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Väikesed ohutussaared suure liiklusega teel+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On suur probleem ;Ei anta lastele teed;Pargin kaupluse parklasse ja sealt minut jala;;;
11/26/2019 21:52:17;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;Mitte kunagi;Mitte kunagi;Alati;Harva;Mitte kunagi;Mitte kunagi;Jalgsi saab kõige kiiremini ja on tervisele samuti kasulik;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Harva;Mitte kunagi;Mitte kunagi;Kool on kodule piisavalt lähedal, et koju jalutada.;Ei kasuta lapse transportimiseks autot;väga ohtlik;;alla 5 minuti;Kui oleme hiljaks jäämas;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;11-20 minutit;Ta käibki jala ja onsellega igati nõus;Väga hea;46-60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Kõnnitee puudub osaliselt+väga ohtlik. ;On probleem ;Autod ja jalakäiad liiklevad samal ala.....;Olen korralik liikleja;Kõnniteed puudulikud;;
11/26/2019 22:53:33;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Üle 10 km;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;sõidan ise linna tööle ja toon lapse kooli;Pooltel kordadel nädalast;Mitte kunagi;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;libe tee, loomad teel, lahtiajamata tee;21-30 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Suhteliselt ebaoluline;Suhteliselt ebaoluline;sõidan ise linna tööle miks peaks laps bussiga minema;46-60 minutit;siis kui elaks linnas;Hea;46-60 minutit;Suhteliselt ohutu;Halvasti valgustatud tänavad+Minu arvates ei ole lapsel kooliteel mingeid ohte;On probleem ;ei ole näinud;tuleme kaugelt ja kipume hilinema seega sõidan kooli ette;kõik on hästi;mitte kooli ette sõita;sõidukiirus olgu väike mis peabki selles piirkonnas olema
11/27/2019 9:27:11;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;1-5 km;Harva;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Mitte kunagi;Ise otsustas;Mitte kunagi;Mitte kunagi;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;Ummikud;5-10 minutit;Kui lapsed paluvad+Kui oleme hiljaks jäämas;Pean väga oluliseks;Pean väga oluliseks;Ei muutu midagi;5-10 minutit;Juba kàib;Väga hea;31-45 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On suur probleem ;Avariid;Vahel harva, peatin koolist eemal, mitte kooli hoovis;;;
11/27/2019 9:28:29;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Viin lapse kooli kui hommiku lähen varem tööle, kui ei lähe siis sõidab ise bussiga.;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Nii ja naa;Nii ja naa;Ei muutu midagi+lapsele meeldib bussiga ka käia.;21-30 minutit;Ta on nagunii nõus, lihtsalt kuna väljume kodust sama aeg ja ta jääb mulle teepeale siis enamus ajast viin ta autoga;Väga hea;46-60 minutit;Täiesti Suhteliselt ohutu;Halvasti valgustatud tänavad;On probleem ;lapsed jooksevad ülekäigurajale.;Poe parklasse, mugavusest.;Ei;Ei;
11/27/2019 13:07:24;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;Harva;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Bussiga on mugav ja saab kiiresti kooli;Harva;Harva;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Laps saab iseseisvalt sõita;Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;Liiklus teedek, teised autojuhid;11-20 minutit;Viime halva ilma korral+Kui oleme hiljaks jäämas;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;21-30 minutit;Niigi käib iga päev;Hea;46-60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On suur probleem ;Ei ole tähele pannud;Tulen autoga väga harva, pargin kooli tagumise parklasse;;;
11/27/2019 19:40:07;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;teistmoodi ei ole võimalik, puuduvad kõnniteed.;Pooltel kordadel nädalast;Mitte kunagi;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;Ummikud;5-10 minutit;Viime halva ilma korral+Kui lapsed paluvad+Kui lapsed on hommikul väga väsinud+Sest nii on ohutum;Nii ja naa;Nii ja naa;tekitaks rohkem muret;21-30 minutit;kui infrasuktuur oleks rohkem arenenud;Hea;31-45 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Suurem oht langeda kuriteo ohvriks+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;Nii ja naa;koolihoovi sõitvad autojuhid;tänavale, enne kooli väravat;ei tea;ei tea;
11/27/2019 21:29:22;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Sest elame väga lähedal koolile.;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;;;alla 5 minuti;Ei vii autoga kooli+sest kool on väga lähedal.;Pean väga oluliseks;Nii ja naa;Laps käib niigi jala koolis.;alla 5 minuti;Laps käib niigi iseseisvalt koolis.;Hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad;On suur probleem ;Ühel pool kooli aeda pargitud autod piiravad nähtavust.;Jalgsi;;Lisada ülekäike.;
11/27/2019 21:50:03;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kool on 500 meetri kaugusel, jala on mugavaim viis kohale jõuda;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;;;alla 5 minuti;ei vii last autoga kooli;Pean oluliseks;Pean oluliseks;Jalgsi kooli minek on kasulik tervisele ja ei saasta loodust;5-10 minutit;iga päev käib ise jala koolis, millist enamat iseseisvust pean tahtma? Täiesti valesti koostatud küsimustik!;Hea;rohkem kui 60 minutit;Suhteliselt ohutu;Lubatud sõidukiirust ületavad juhid;On probleem ;elamurajoonis ei peeta 20 km/h kiiruse reeglist lugu;Ei sõida autoga;;;
11/28/2019 11:03:02;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;1-5 km;Tihti;Tihti;Mitte kunagi;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Autoga, kuna väiksem laps käib kõrval lasteaias. Sooja ja kuiva ilmaga käib  rattaga. Kui  juhtub vaba päev olema, siis läheb ise bussiga.;Mitte kunagi;Mitte kunagi;Tihti;Tihti;Tihti;Mitte kunagi;Mitte kunagi;tuleb ise bussiga koju, kuna koolis vastas ei käi tal kunagi;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;;5-10 minutit;õde käib kõrval lasteaias;Pean väga oluliseks;Pean oluliseks;Ei muutu midagi+Käib ise koolis;11-20 minutit;Ei ole tingimusi, kui peab siis peab. Tal ei ole selle vastu midagi;Hea;rohkem kui 60 minutit;Suhteliselt ohutu;Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Autoga sõidetakse koolimaja ette;Kooli viies lasen lapse kooli juures maha, sealjuures ei sõida kooli territooriumile;;;
11/28/2019 13:44:26;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;Alati;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Nii on mugavam;Pooltel kordadel nädalast;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Vanemad on tööl päeval;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Pean väga oluliseks;Nii ja naa;Ei muutu midagi;31-45 minutit;Kui ilm oleks parem;Väga hea;46-60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed;Nii ja naa;Ei ole;Pargin kooli hoovi;;;
11/28/2019 15:41:04;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;5-10 km;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Ühistranspordiga peaks laps väljuma kodust juba enne kl 7.00 (!), puudub otseliin piirkonnakooli. Jalgsi ja rattaga liikumiseks jääb kool kahjuks kaugele.;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Sest koolist koju tulekuks on olemas ühistranspordi liin (21A), millega jõuab kooli juurest koju 10 min-ga - hea meelega kasutaks sellist ka hommikuti kooli jõudmiseks!;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;Tavapärased ohud, mis liikluses võivad valitseda - halvad teeolud, kihutamine, hoolimatud kaasliiklejad.;5-10 minutit;Juba varem selgitatud põhjusel - puudub mõistlik alternatiiv ühistranspordi näol.;Pean väga oluliseks;Pean väga oluliseks;Lapsed muutuksid iseseisvamaks, pere logistika lihtsustuks tunduvalt (kui nt kõigil 3 lapsel algavad tunnid ise ajal, siis on vanemate tööl käimine raskendatud).;11-20 minutit;Kui oleks olemas mõistlik ühistranspordiliin.;Hea;46-60 minutit;Suhteliselt ohutu;Lubatud sõidukiirust ületavad juhid;Suhteliselt väike probleem;Hommikuti on autosid palju, liikumisruum kitsas, lapsed pimeduses ja autode vahel halvasti nähtavad.;Autoga, peatume kooli staadioni kõrval, kus kahjuks ka suured kortermajad ja seega palju parkijaid.;keeruline, kui just ei teki lähikonda parkimismaju, kus ümberkaudsed elanikud saaksid oma autosid hoida. majade vahel oleks ruumi rohkem ja nähtavus parem.;Sõidan võimalikult ettevaatlikult ja jälgin liiklejaid.;
11/28/2019 16:51:53;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Üle 10 km;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;esimese klassi lapsele on autoga turvalisem;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;kiirustvad ja kihutavad juhid;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Sest nii on ohutum;Nii ja naa;Nii ja naa;Stressi rohkem lapsevanemale, kas laps jõuab turvaliselt õige bussi peale ja kas tuleb õiges peatuses maha;rohkem kui 60 minutit;vanemaks saades, nt 3.klassis;Nii ja naa;rohkem kui 60 minutit;Ohtlik;Reguleerimata ülekäigurajad;Nii ja naa;ei ole märganud ohtlikke liiklussituatsioone;autoga tulen kooli taga olevasse parklasse;on piisavalt ohutu;ma sõidan naguinii tähelepanelikult ja aeglaselt;
11/28/2019 19:53:02;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;vastavalt vajadustele ja võimalustele;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;vastavalt vajadustele ja võimalustele;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;;alla 5 minuti;Viime halva ilma korral+Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Pean väga oluliseks;Pean väga oluliseks;Kasutame autot kooli tarvis väga harva, laps ON iseseisev;11-20 minutit;Aastaringne normaalne ilm ja valge aeg;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Suurem oht langeda kuriteo ohvriks+Lubatud sõidukiirust ületavad juhid+Allolev küsimus on arusaamatu. Jään selle juurde+et kui minu laps ütleb+et ta liigeldes nutikaga ei tegele+siis see ei ole mulle probleem. Lapsed+kes tegelevad tänaval nutikaga+on suur probleem.;Ei tekita muret;Kooli lähedal ON palju autosi parkimas ning sõitmas ja jala liiklemiseks ruumi napib. Väga palju tuuakse lapsi autodega otse kooli juurde.;Last kooli tuues ei sõida päris kooli juurde vaid lasen ta kaugemal maha.;vähem autosi;;
11/28/2019 22:58:42;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;kool lähedal;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;;;alla 5 minuti;Ei vii last autoga kooli !;Ei pea üldse oluliseks;Ei pea üldse oluliseks;;5-10 minutit;;Väga hea;rohkem kui 60 minutit;Täiesti Suhteliselt ohutu;Minu arvates ei ole lapsel kooliteel mingeid ohte;On suur probleem ;;Ei;;;
11/29/2019 10:20:27;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;5-10 km;Alati;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Puudub rattatee ja liigume ka ise samast teed;Tihti;Tihti;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Nii on kõige moistlikum;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);nii ja naa;Tihe liiklus;21-30 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Pean oluliseks;Suhteliselt ebaoluline;Elu oleks lihtsam;46-60 minutit;Kui oleksid paremad liikumisvõimalused (bussiliiklus või rattatee);Hea;31-45 minutit;Täiesti Suhteliselt ohutu;Minu arvates ei ole lapsel kooliteel mingeid ohte;Nii ja naa;Kihutavad noorjuhid;Püüan olla väga tähelepanelik, pargin alati väljapoole kooli territooriumi.;Panna rohkem märgatavaid liiklusmärke (erekollasd) ja lisada üle tee minekuks sebrasid;Ei ;
11/29/2019 20:17:37;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Nii on loogiline;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;täiesti ohutu;;alla 5 minuti;Ei vii autoga;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;11-20 minutit;Juba käin;Väga hea;rohkem kui 60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On suur probleem ;Ei ole näinud;Jalgsi;;;
12.01.2019 14:43;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Kuni 1 km;Tihti;Mitte kunagi;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Tööle sõites saan samal ajal lapse kooli viia.;Harva;Mitte kunagi;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kodu ei ole väga kaugel.;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;Raske liiklus;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Suhteliselt ebaoluline;Suhteliselt ebaoluline;Ei muutu midagi;11-20 minutit;Kui ise tahaks.;Hea;11-20 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Autojuhtide kiiruse ületamine.;Jah autoga, pargin kõrval majade juures.;Ei;Ei;Ülekäigurajad ja lamavpolitseinikud lisada.
12.03.2019 13:38;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;5-10 km;Harva;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;kõige mõistlikum lahendus nii aja kokkuhoiu kui keskkonna säästu seisukohast;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;tundide lõppemise ajal ainus võimalus;Ei kasuta lapse transportimiseks autot;täiesti ohutu;;11-20 minutit;Kui oleme hiljaks jäämas;Nii ja naa;Pean väga oluliseks;saab sõitmiseks kasutatavat aega kasutada muuks ;31-45 minutit;juba käibki maksimaalselt ise;Hea;31-45 minutit;Nii ja naa;Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Suurem oht langeda kuriteo ohvriks+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On suur probleem ;kahtlased isikud bussipeatuse ja kaupluse ümbruses, mõned hämarad rajad kooli ümbruses;Ei liigu autoga kooli juures. ;kool ja omavalitsus koostöös peaks korraldama koolitee valgustatuse;ei;
12.05.2019 08:28;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kõige odavam ;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;Tihe liiklus;alla 5 minuti;Ei vii last kooli autogaü;Suhteliselt ebaoluline;Pean oluliseks;Käib ise koolis;5-10 minutit;Käib ise;Väga hea;rohkem kui 60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed;Nii ja naa;Autoga sõidetakse kooliterritooriumile. ;Jalgsi;Rohkem kontrollida, et autod ei sõidaks kooliterritooriumile. ;Ei sõida autoga kooli juurde. ;
12.05.2019 09:18;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Harva;ei ole autod;Harva;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;;5-10 minutit;Viime halva ilma korral+Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Pean väga oluliseks;Ei pea üldse oluliseks;jah;21-30 minutit;jah;Hea;11-20 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;On suur probleem ;;;;;
